Application Date,Age,Annual Income,Credit Score,Employment Status,Experience,Loan Amount,Loan Duration,Home Ownership Status,Monthly Debt Payments,CreditCard Utilization Rate,Number Of Open CreditLines,Number Of CreditInquiries,Debt To Income Ratio,Bankruptcy History,Loan Purpose,Payment History,Length Of Credit History,Total Assets,Total Liabilities,Monthly Income,Job Tenure,Net Worth,Interest Rate,Monthly Loan Payment,Loan Approved,Risk Score
11/26/2029,21,25816,530,Employed,0,11585,24,Mortgage,463,0.334639149912247,2,1,0.278870814159484,0,Debt Consolidation,22,4,107104,8975,2151.33333333333,3,98129,0.237155366985378,610.8680799698,0,55
11/27/2029,28,54856,430,Employed,7,17940,12,Mortgage,242,0.411277147242161,3,2,0.688230555510228,0,Auto,29,14,373439,51027,4571.33333333333,5,322412,0.255479158821296,1709.86661524494,1,42.4
11/28/2029,33,30011,636,Employed,14,9158,36,Rent,246,0.0688500157817528,2,0,0.237604408253765,0,Home,25,9,52487,76740,2500.91666666666,7,3612,0.192359590235499,336.789385990428,0,50
11/29/2029,18,49065,580,Employed,0,30843,36,Rent,572,0.301011459677288,0,0,0.257364781317652,0,Debt Consolidation,22,19,103548,32596,4088.75,7,70952,0.238596537451007,1207.78723209373,0,51
11/30/2029,40,84632,592,Unemployed,14,13507,48,Own,543,0.582029481024032,4,0,0.109479045617789,0,Debt Consolidation,17,24,44902,12274,7052.66666666666,8,32628,0.176176664722025,394.074709806687,1,42.4
12/01/2029,37,76957,575,Employed,17,14177,60,Rent,600,0.107255527830254,2,1,0.231584134624177,0,Debt Consolidation,24,3,89233,18369,6413.08333333333,11,70864,0.250254054591306,416.324894659817,1,41.6
12/02/2029,19,36274,605,Employed,0,15298,48,Rent,195,0.419365358052892,7,1,0.172291628799646,0,Debt Consolidation,21,4,120974,185491,3022.83333333333,5,10829,0.229476559951683,489.884791678867,0,52
12/03/2029,44,36704,537,Employed,20,41767,36,Mortgage,653,0.436128652435652,3,1,0.283623948097782,0,Auto,18,20,95828,10067,3058.66666666666,4,85761,0.263124239667302,1689.77727494712,0,52
12/04/2029,48,79685,549,Employed,21,52058,48,Rent,310,0.15293563536223,5,4,0.624110890001022,0,Home,30,2,94032,37304,6640.41666666666,5,56728,0.298296534860879,1869.24585434328,0,59
12/05/2029,42,31578,591,Employed,20,30299,36,Own,399,0.432039571120401,7,0,0.199090417901726,0,Auto,25,5,210362,75808,2631.5,8,134554,0.192646957893093,1114.69982597283,0,50
12/06/2029,36,250153,605,Self-Employed,15,21725,24,Own,442,0.0294703973650459,1,1,0.0312815562413265,0,Home,25,8,88435,4569,20846.0833333333,1,83866,0.203173874717065,1109.08267639982,1,36.8
12/07/2029,47,26786,639,Employed,27,12343,72,Rent,483,0.447460521826335,2,0,0.365475937645504,0,Debt Consolidation,31,28,15073,23764,2232.16666666666,6,3117,0.249411599999999,332.040067154171,0,54
12/08/2029,48,48572,626,Employed,23,35826,48,Own,268,0.569839710517457,2,0,0.616079329034123,0,Debt Consolidation,33,17,158173,7676,4047.66666666666,4,150497,0.210273437435923,1109.90395637057,0,53
12/09/2029,43,65078,637,Employed,22,41434,48,Other,353,0.240388430034198,1,0,0.158918650177167,0,Other,25,20,36521,3716,5423.16666666666,8,32805,0.230636101649452,1329.46510900609,0,47
12/10/2029,30,54578,584,Employed,8,10672,48,Rent,136,0.765746222616748,4,0,0.120805137585413,0,Auto,30,27,22396,8596,4548.16666666666,7,13800,0.191777358699434,320.095841271558,1,41.6
12/11/2029,43,37816,643,Employed,24,22940,60,Own,244,0.316398545687256,3,1,0.451132651602481,0,Other,17,4,155792,4898,3151.33333333333,5,150894,0.179740378940218,582.201284375925,0,53
12/12/2029,54,99679,547,Employed,30,43888,60,Own,345,0.513476263403916,4,0,0.380114941549038,0,Auto,35,17,43005,58084,8306.58333333333,5,10262,0.284106020074272,1377.38090225869,0,54
12/13/2029,32,137738,628,Employed,7,13880,72,Own,308,0.0716536419512302,2,1,0.398909574941186,0,Auto,21,23,89584,8332,6859.75,4,81252,0.229763422338261,356.839641492471,1,36.8
12/14/2029,65,80624,568,Employed,41,15653,72,Rent,1356,0.172795343198669,4,1,0.336843314115502,0,Debt Consolidation,28,20,34742,3122,6718.66666666666,3,31620,0.245430797669961,417.269579384618,0,52
12/15/2029,33,27339,545,Employed,14,21877,96,Own,272,0.428707796988552,5,2,0.103727342243511,0,Home,18,20,27872,56928,2278.25,2,1763,0.292475265108113,591.852478747904,0,59
12/16/2029,40,32671,587,Employed,16,11108,72,Rent,181,0.508343998765281,6,0,0.302870352124874,0,Home,24,11,168426,19163,2722.58333333333,10,149263,0.267981454441029,311.590118805334,0,52
12/17/2029,31,65372,613,Employed,12,12697,12,Mortgage,496,0.210095469796747,2,3,0.447825474323295,0,Debt Consolidation,26,2,11334,20288,5447.66666666666,7,8684,0.147808750115101,1144.69735148652,0,57
12/18/2029,42,33397,635,Employed,19,12067,60,Rent,345,0.314866955506994,4,1,0.438109484644454,0,Auto,25,19,123801,51085,2783.08333333333,9,72716,0.217152275716725,331.326558148845,0,52
12/19/2029,19,61559,499,Employed,0,18685,48,Own,151,0.0519347505311024,4,2,0.26467739021925,0,Auto,22,7,64554,15169,5129.91666666666,2,49385,0.279074709139121,650.223453751781,0,52
12/20/2029,33,42349,594,Employed,10,37800,120,Rent,311,0.0326003218774959,0,3,0.226850243128285,0,Other,12,18,15519,7809,3529.08333333333,3,7710,0.281530967072853,945.304279638023,0,52
12/21/2029,26,72495,440,Employed,2,11011,12,Rent,322,0.388124701053214,1,3,0.119891656092859,0,Home,19,23,153753,10414,6041.25,4,143339,0.220424030658177,1030.79243444075,1,36.8
12/22/2029,41,35655,552,Employed,19,12448,60,Own,154,0.494681397279456,3,1,0.242061217269346,0,Other,14,2,106524,27954,2971.25,6,78570,0.234187858061533,353.916550069161,0,56
12/23/2029,51,333715,506,Employed,32,32528,48,Mortgage,355,0.60597879885241,6,0,0.0543743179891846,0,Other,15,19,154152,7417,15052.9166666666,4,146735,0.3294336,1227.53732036852,1,36.8
12/24/2029,47,65058,567,Employed,23,18286,60,Mortgage,234,0.0971846193512141,1,2,0.0901321555614445,0,Debt Consolidation,26,22,25585,22277,5421.5,4,3308,0.254912420399016,541.997368570007,0,49
12/25/2029,18,59357,553,Unemployed,0,50497,36,Other,751,0.447414011640096,5,0,0.247411469435113,0,Home,19,27,19421,12863,4946.41666666666,5,6558,0.237309392846928,1974.01458000587,0,56
12/26/2029,64,40781,647,Employed,43,21282,48,Mortgage,385,0.244886146404558,3,1,0.0950763219231076,0,Education,27,23,13370,32016,3398.41666666666,4,9323,0.206898658521812,655.467041585636,0,48
12/27/2029,43,56396,561,Employed,24,9616,84,Rent,1448,0.161435284330015,4,3,0.430993420453309,0,Other,36,16,2973,17381,4699.66666666666,6,4539,0.266782210042461,253.80877939002,0,55
12/28/2029,30,32715,620,Employed,4,37007,84,Mortgage,653,0.540954624416713,3,0,0.0800826764421153,0,Debt Consolidation,21,9,90405,14384,2726.25,9,76021,0.280127053822865,1009.1459304654,0,48
12/29/2029,41,16395,530,Employed,16,32001,36,Own,614,0.144658666940906,4,1,0.339204589059677,0,Education,27,5,17562,25545,1366.25,4,10176,0.239316252499487,1254.34195004726,0,57
12/30/2029,42,55126,550,Self-Employed,18,31647,48,Mortgage,272,0.364996721407394,5,3,0.664833587476245,0,Home,27,8,85429,27842,4593.83333333333,1,57587,0.230344698993438,1014.93068486905,0,60
12/31/2029,31,117004,516,Employed,10,8437,12,Rent,432,0.218738792382455,3,1,0.102775373304974,0,Auto,19,20,105315,14801,9750.33333333333,2,90514,0.213053835591526,786.838003954179,1,37.6
01/01/2030,42,50031,530,Self-Employed,24,30264,72,Rent,583,0.181466028725435,3,2,0.354907537298952,0,Debt Consolidation,30,14,20078,5869,4169.25,4,14209,0.244288507582258,804.65237990676,0,56
01/02/2030,32,31689,605,Employed,8,17566,36,Rent,450,0.30355595707473,2,2,0.467356653639861,0,Auto,17,3,39252,24947,2640.75,7,14305,0.194798888565431,648.169653145862,0,57
01/03/2030,35,33656,524,Employed,12,44490,120,Mortgage,905,0.0301142572553585,3,0,0.180193661461223,0,Debt Consolidation,23,15,106100,19837,2804.66666666666,4,86263,0.353639705368448,1352.56849594556,0,48
01/04/2030,31,142173,547,Employed,9,15194,60,Mortgage,461,0.0921027007408158,2,2,0.327507414286224,0,Debt Consolidation,29,10,33375,11670,11847.75,4,21705,0.269687584952867,463.670094636182,1,40.8
01/05/2030,22,56769,601,Employed,0,22588,60,Rent,624,0.255455527008065,5,1,0.301711378893353,0,Education,27,16,74142,2005,4730.75,5,72137,0.214563194313332,616.89370053145,0,49
01/06/2030,41,20135,586,Employed,17,17013,48,Other,319,0.170155342456473,2,2,0.221227338117816,0,Debt Consolidation,23,19,89507,20780,1677.91666666666,3,68727,0.215921432889449,532.252925064701,0,51
01/07/2030,47,36679,542,Self-Employed,24,16020,60,Own,325,0.138774216975386,3,2,0.254681635732809,0,Other,23,20,11427,42195,3056.58333333333,3,10796,0.271427158459965,490.543365384779,0,55
01/08/2030,46,41267,439,Employed,23,10669,24,Rent,368,0.14707885341285,2,5,0.385950273688567,0,Education,20,8,98457,28903,3438.91666666666,4,69554,0.281553344663699,586.450205617193,0,59
01/09/2030,49,40642,566,Employed,26,22033,48,Rent,223,0.510541870118817,1,0,0.407535796796486,1,Home,19,6,185292,70788,3386.83333333333,4,114504,0.228229900913876,704.055002268258,0,68
01/10/2030,43,35973,472,Employed,19,15300,84,Mortgage,201,0.184490629401005,1,1,0.137599071198219,0,Debt Consolidation,20,9,10828,67155,2997.75,6,5383,0.328437406634438,467.104006521797,0,51
01/11/2030,33,35010,523,Employed,12,91275,84,Other,579,0.231134149995531,2,2,0.34129353908648,0,Debt Consolidation,22,1,61722,111783,2917.5,7,2234,0.37550755386037,3088.29044747095,0,59
01/12/2030,50,36896,564,Employed,27,9660,60,Rent,719,0.267774892324818,4,1,0.138803407342718,0,Auto,24,27,7972,48911,3074.66666666666,3,9363,0.240605502390028,278.238160995433,0,57
01/13/2030,23,46954,547,Employed,2,59905,72,Mortgage,499,0.141902936746889,6,2,0.528229434476265,0,Home,17,22,11965,27975,3912.83333333333,5,9315,0.288425568754281,1757.73143894336,0,64
01/14/2030,29,15000,593,Employed,4,18521,72,Other,574,0.0373287830619241,2,3,0.16990480285873,0,Auto,20,2,134611,19650,1250,6,114961,0.205472615100926,449.525117217146,0,51
01/15/2030,28,15000,457,Employed,4,34219,60,Rent,554,0.291225175805325,2,0,0.125275560842749,0,Home,31,26,37389,42950,1250,5,3735,0.34860981465124,1211.39902558735,0,58
01/16/2030,52,140044,663,Employed,31,11949,72,Rent,477,0.401429889799063,3,1,0.445041195562853,0,Education,34,12,28522,66855,11670.3333333333,6,10393,0.185577606440602,276.311405385335,1,39.2
01/17/2030,51,113441,666,Employed,28,25835,12,Own,173,0.426567700106702,2,3,0.194032259381088,0,Home,25,25,12968,41913,9453.41666666666,2,8962,0.149063593162061,2330.68210007467,1,35.2
01/18/2030,45,75283,614,Self-Employed,24,21715,60,Rent,667,0.302575677659922,1,3,0.17760169138814,0,Home,22,19,13015,35028,6273.58333333333,5,2665,0.258878797306524,648.716696459679,0,56
01/19/2030,52,48755,535,Employed,26,20899,60,Mortgage,286,0.43196379658244,4,1,0.348126869933228,1,Home,24,24,230157,20871,4062.91666666666,6,209286,0.293708473431841,668.099612934146,0,64
01/20/2030,29,34819,470,Employed,3,121126,60,Own,642,0.202499581502824,3,1,0.104797419153945,0,Debt Consolidation,26,5,43684,115779,2901.58333333333,6,1457,0.423362240809044,4883.20936347917,0,53
01/21/2030,44,300000,615,Employed,20,28862,48,Rent,413,0.104003846298118,7,2,0.256190142894901,0,Education,35,11,75817,25755,25000,3,50062,0.218782032385607,907.421053958377,1,35.2
01/22/2030,38,46341,495,Employed,12,20597,72,Mortgage,525,0.130530413109652,4,0,0.235395554553358,0,Auto,22,11,313052,93905,3861.75,3,219147,0.30576902784382,627.324006987339,0,48
01/23/2030,50,274408,574,Employed,27,17742,36,Mortgage,237,0.181651561522351,7,3,0.308500995510954,0,Debt Consolidation,25,19,84145,5283,22867.3333333333,5,78862,0.190739357470868,651.014524092099,1,39.2
01/24/2030,38,135789,524,Employed,14,23089,60,Mortgage,356,0.209233965838759,3,3,0.541796597153227,0,Debt Consolidation,21,5,20428,6633,11315.75,3,13795,0.27632909325945,713.790329366159,1,46.4
01/25/2030,35,56991,455,Employed,10,31919,84,Mortgage,715,0.164333032843675,1,0,0.353811492757947,0,Home,16,18,78060,42853,4749.25,3,35207,0.307911492155141,929.70215568046,0,53
01/26/2030,46,47885,587,Employed,24,16879,60,Own,545,0.0722123045301417,4,0,0.355011343322822,0,Other,27,22,122858,26156,3990.41666666666,3,96702,0.214932547582128,461.329502895694,1,41.6
01/27/2030,50,73799,630,Employed,27,20222,60,Rent,830,0.278789253856856,4,1,0.0863315750320469,0,Debt Consolidation,33,8,87742,97358,6149.91666666666,7,1100,0.21267931122604,550.125269454192,0,48
01/28/2030,31,47680,521,Employed,7,12480,48,Mortgage,532,0.302155242846656,5,3,0.229050891769332,0,Home,23,7,20390,60311,3973.33333333333,7,7599,0.259953493031337,420.759336397774,0,54
01/29/2030,39,62012,592,Employed,15,18967,60,Own,229,0.194078508979221,6,0,0.259451942930759,0,Home,28,24,86750,69552,5167.66666666666,5,17198,0.231335729608888,536.145250835958,1,40.8
01/30/2030,27,70118,565,Employed,6,25264,72,Other,612,0.198083436917759,7,1,0.0701384045323544,0,Debt Consolidation,29,8,101998,4314,5843.16666666666,1,97684,0.2062112,614.274454146581,1,38.4
01/31/2030,18,19691,594,Employed,0,21247,96,Mortgage,415,0.0519817471330119,2,1,0.0805094335577181,0,Debt Consolidation,28,4,30557,22961,1640.91666666666,6,7596,0.237636190812037,496.294393145191,0,54
02/01/2030,42,179456,507,Employed,20,23407,48,Mortgage,161,0.299044824246258,4,0,0.355405945333207,0,Debt Consolidation,23,12,47468,19051,14954.6666666666,2,28417,0.249656435761425,775.660441574851,1,41.6
02/02/2030,47,32490,592,Employed,29,11757,60,Own,385,0.274325539497726,6,2,0.584648373831359,0,Home,28,9,19974,8271,2707.5,4,11703,0.211524987958799,319.075749460243,0,60
02/03/2030,43,15000,652,Employed,22,30752,36,Own,493,0.0804021608244004,4,0,0.342325497800008,0,Debt Consolidation,21,29,48669,45130,1250,8,3539,0.222384349658567,1178.22945716765,0,49
02/04/2030,18,36604,498,Employed,0,27788,60,Other,306,0.447808443771361,4,0,0.322411903714633,0,Education,27,19,123119,5557,3050.33333333333,5,117562,0.280036555925019,865.263467949853,0,52
02/05/2030,35,17871,516,Employed,14,12893,72,Other,289,0.315787687927369,3,0,0.257072673609078,0,Home,20,5,144099,142945,1489.25,7,1154,0.283110220661854,373.946656470355,0,56
02/06/2030,18,45103,600,Employed,0,14484,72,Rent,423,0.113536485858539,3,0,0.458483011355429,0,Home,30,16,16339,48651,3758.58333333333,6,6224,0.219847876381406,363.796054635742,0,53
02/07/2030,56,54939,577,Employed,31,29597,120,Other,1168,0.144022410715143,1,1,0.203009781991709,0,Education,27,28,90435,14972,4578.25,3,75463,0.24020342770044,652.977414433848,0,49
02/08/2030,26,48442,411,Employed,2,17122,60,Own,389,0.193818600938805,3,0,0.462060843409302,0,Debt Consolidation,19,24,17638,3740,4036.83333333333,7,13898,0.367419112839045,626.886363521585,0,56
02/09/2030,55,100699,652,Employed,31,19341,84,Own,266,0.0734197019841937,1,3,0.113212142964951,0,Home,23,3,41454,53265,8391.58333333333,2,1078,0.226398017960801,460.752182674356,1,36
02/10/2030,51,20898,573,Employed,27,22285,48,Rent,520,0.316105607680125,5,2,0.455832124417966,0,Home,24,28,172722,20595,1741.5,3,152127,0.219197376788619,701.142257548103,0,54
02/11/2030,29,36571,587,Employed,11,24140,48,Rent,210,0.307831804323088,3,2,0.270561365212541,0,Auto,18,5,185393,124935,3047.58333333333,8,60458,0.191260578597481,723.395608744401,0,53
02/12/2030,26,67769,545,Employed,3,15766,48,Own,556,0.260819245937186,3,0,0.261508032402994,0,Auto,24,24,37909,28734,5647.41666666666,3,9175,0.208221802383059,486.698500482309,1,41.6
02/13/2030,44,36958,603,Employed,25,19944,36,Rent,308,0.286801490805877,3,0,0.147723546200183,0,Debt Consolidation,19,14,32392,12955,3079.83333333333,5,19437,0.194056543746816,735.164589293207,0,48
02/14/2030,29,15000,594,Unemployed,5,77014,48,Own,272,0.301647278506383,1,0,0.0987687347465909,0,Debt Consolidation,17,28,171189,4563,1250,6,166626,0.293464212287916,2743.76704541638,0,57
02/15/2030,41,81072,515,Employed,23,16308,60,Own,490,0.302565128646174,3,0,0.16836683076449,0,Debt Consolidation,18,4,13731,42579,6756,6,2992,0.237742129808939,467.013173680512,1,41.6
02/16/2030,34,29076,496,Employed,12,20184,36,Other,318,0.0940656054649041,6,0,0.461854583539028,0,Home,24,16,36339,7030,2423,2,29309,0.281874355665651,836.927873771426,0,57
02/17/2030,18,36886,607,Employed,0,10288,36,Mortgage,482,0.319853588052536,2,1,0.233803545449331,0,Education,30,7,32519,15900,3073.83333333333,3,16619,0.191289397505465,377.78816133943,0,51
02/18/2030,18,39614,449,Employed,0,49250,48,Mortgage,187,0.113452902532575,1,0,0.138493993664283,0,Debt Consolidation,26,4,15881,68801,3301.16666666666,4,5414,0.3837,2020.84952463467,0,59
02/19/2030,42,36656,455,Employed,18,14798,36,Rent,448,0.132891937621788,5,0,0.349209658350988,0,Home,16,18,31742,149631,3054.66666666666,7,1363,0.272223941407359,605.898488523521,0,54
02/20/2030,33,57445,439,Employed,9,38139,36,Rent,146,0.29098011256465,4,0,0.255049719528125,0,Home,22,9,216816,4499,4787.08333333333,5,212317,0.309008921753774,1637.93715190201,0,55
02/21/2030,33,18522,568,Employed,10,32827,36,Mortgage,645,0.274136292038556,6,5,0.228349287095196,0,Auto,19,23,144161,27348,1543.5,5,116813,0.216129586421598,1247.11466619534,0,50
02/22/2030,48,199013,621,Employed,24,29552,48,Mortgage,476,0.235902919839911,1,1,0.0650813219859734,0,Debt Consolidation,26,3,120879,4400,16584.4166666666,6,116479,0.248006282759974,976.576196595504,1,35.2
02/23/2030,54,20196,467,Employed,32,20592,60,Mortgage,679,0.168322545375651,0,0,0.436069579179765,0,Home,28,2,15555,14419,1683,3,1136,0.277143341301616,637.604713801314,0,61
02/24/2030,36,34137,572,Employed,13,14861,96,Rent,208,0.172677276706376,4,0,0.182624477428474,0,Debt Consolidation,21,10,20395,12058,2844.75,2,8337,0.220565374742719,330.706044104565,0,50
02/25/2030,35,27004,570,Employed,12,17629,24,Mortgage,870,0.0862264995297257,3,0,0.435578957246468,0,Home,23,4,47315,40751,2250.33333333333,6,6564,0.192600612979316,890.882549153496,0,60
02/26/2030,46,59166,606,Employed,24,33398,36,Own,386,0.229725765059709,3,2,0.160595589887788,0,Debt Consolidation,25,8,31332,27141,4930.5,4,4191,0.206309095136153,1251.95168879892,0,48
02/27/2030,23,36610,472,Employed,2,65555,120,Rent,330,0.149947231179693,1,0,0.343756342057132,0,Education,22,5,206400,25054,3050.83333333333,3,181346,0.395983522658789,2208.10472848007,0,52
02/28/2030,42,69605,583,Employed,22,16977,108,Mortgage,993,0.234506113707328,2,1,0.111237491301257,0,Debt Consolidation,15,24,143133,78208,5800.41666666666,6,64925,0.259752042218346,407.854059471674,0,48
03/01/2030,46,60297,549,Employed,24,18775,120,Mortgage,387,0.586250015086824,6,0,0.301541179316728,0,Debt Consolidation,24,25,83265,108013,5024.75,1,2888,0.317826042941344,519.835100200165,0,55
03/02/2030,48,109383,631,Employed,26,22941,48,Mortgage,409,0.0670592228851087,2,3,0.333973394212295,0,Debt Consolidation,23,26,18710,17364,9115.25,4,1346,0.18685612886866,682.138558375613,1,44
03/03/2030,18,53592,597,Employed,0,18514,12,Own,257,0.270201287534905,3,1,0.755357563449213,0,Education,19,8,69450,30512,4466,4,38938,0.197988363525907,1713.25328030817,0,59
03/04/2030,30,95395,600,Employed,6,18570,48,Rent,342,0.220607615807234,3,1,0.047338749681457,0,Auto,28,6,135994,9254,7949.58333333333,5,126740,0.204512854781279,569.566457359992,1,35.2
03/05/2030,29,15000,482,Employed,9,64695,84,Rent,906,0.559860277079731,3,3,0.240122653117751,0,Other,31,14,35685,14245,1250,5,21440,0.368766317014245,2157.87079808812,0,55
03/06/2030,41,15537,612,Employed,19,29951,48,Own,421,0.194682298940239,3,0,0.266729298767594,0,Debt Consolidation,16,28,121924,31103,1294.75,6,90821,0.19161047304584,898.085745741133,0,48
03/07/2030,45,51204,557,Self-Employed,20,35298,60,Mortgage,544,0.0900015566539601,1,0,0.615177263080318,0,Debt Consolidation,24,19,41941,17990,4267,6,23951,0.245802570521914,1027.37490224963,0,66
03/08/2030,57,56051,583,Self-Employed,33,30573,60,Mortgage,569,0.245116305396784,2,0,0.163526963068369,0,Auto,23,5,215405,16956,4670.91666666666,5,198449,0.230063522548816,861.978856049371,0,51
03/09/2030,34,36069,626,Employed,9,29862,96,Rent,210,0.084716429255034,2,0,0.157654708621407,0,Home,29,14,7831,2007,3005.75,4,5824,0.233855393102405,690.159313719481,0,53
